OpenTime,Open,High,Low,Close,Volume
1759561800000,122386.05,122455.0,122348.6,122430.0,1.8001
1759562100000,122430.0,122430.0,122337.8,122337.8,1.25347
1759562400000,122376.28,122376.28,122317.0,122326.97,0.21583
1759562700000,122326.97,122376.21,122321.36,122376.21,0.33696
1759563000000,122376.21,122393.02,122349.98,122393.02,0.49844
1759563300000,122393.02,122393.02,122316.0,122316.0,0.29872
1759563600000,122315.99,122316.0,122280.11,122312.0,0.88852
1759563900000,122311.99,122312.0,122267.77,122267.77,0.03626
1759564200000,122267.76,122274.75,122259.98,122269.97,0.26911
1759564500000,122269.98,122406.1,122262.04,122324.07,0.3343
1759564800000,122324.07,122441.65,122296.75,122441.65,0.46041
1759565100000,122441.64,122474.86,122425.3,122474.86,0.24254
1759565400000,122474.87,122539.83,122465.4,122465.4,0.29479
1759565700000,122465.4,122465.4,122362.83,122460.2,0.44166
1759566000000,122442.4,122484.05,122397.1,122398.82,1.27435
1759566300000,122398.85,122485.92,122398.84,122424.0,0.22604
1759566600000,122432.82,122432.82,122195.63,122338.73,0.72972
1759566900000,122338.72,122338.73,122273.55,122273.55,0.36672
1759567200000,122273.56,122292.43,122218.92,122234.48,0.22331
1759567500000,122234.48,122321.82,122197.63,122309.58,0.24435
1759567800000,122303.47,122303.48,122303.47,122303.48,0.16306
1759568100000,122303.47,122408.64,122195.63,122267.57,0.20392
1759568400000,122267.58,122341.56,122267.57,122341.56,2.18433
1759568700000,122341.55,122414.16,122341.55,122395.67,0.48757
1759569000000,122395.66,122414.16,122376.65,122414.15,1.02384
1759569300000,122414.14,122457.17,122397.35,122397.35,0.25219
1759569600000,122377.42,122393.52,122360.89,122393.52,0.81097
1759569900000,122393.51,122393.53,122370.66,122370.67,0.26963
1759570200000,122368.7,122368.7,122339.85,122339.85,0.4249
1759570500000,122339.85,122339.86,122308.54,122335.56,0.26963
1759570800000,122327.81,122327.82,122327.81,122327.81,1.11435
1759571100000,122327.82,122327.82,122139.56,122242.65,2.17876
1759571400000,122242.66,122242.66,122203.1,122203.1,0.26572
1759571700000,122203.11,122208.79,122186.03,122208.78,0.44256
1759572000000,122208.79,122263.02,122196.94,122263.01,1.65168
1759572300000,122263.02,122273.32,122263.01,122273.32,0.84018
1759572600000,122273.32,122273.32,122228.99,122229.0,0.85105
1759572900000,122228.99,122267.7,122216.77,122248.79,0.39318
1759573200000,122248.79,122301.38,122248.79,122301.38,1.55684
1759573500000,122301.37,122318.9,122292.4,122292.44,0.49821
1759573800000,122292.43,122327.92,122292.43,122310.49,0.33197
1759574100000,122304.53,122304.53,122200.0,122246.99,1.81938
1759574400000,122246.99,122247.0,122218.0,122231.4,0.37293
1759574700000,122231.4,122237.0,122186.03,122186.03,0.19874
1759575000000,122186.04,122186.04,122117.0,122117.0,0.28536
1759575300000,122117.01,122129.55,122099.99,122129.53,0.16275
1759575600000,122129.54,122172.95,122103.35,122172.95,0.38339
1759575900000,122172.94,122215.97,122160.0,122160.01,0.63464
1759576200000,122144.41,122144.41,122000.0,122032.29,1.18385
1759576500000,122032.28,122079.65,121963.2,121963.2,0.40762
1759576800000,121963.2,122008.91,121963.2,121998.95,1.43626
1759577100000,121998.95,122124.31,121998.95,122094.76,1.57939
1759577400000,122094.76,122134.53,122094.75,122120.34,0.51836
1759577700000,122120.35,122120.35,122070.03,122070.03,0.44123
1759578000000,122043.02,122108.55,122028.39,122059.61,0.28776
1759578300000,122059.62,122059.62,122035.07,122035.07,0.04061
1759578600000,122035.08,122070.24,122035.07,122037.34,0.25735
1759578900000,122037.34,122037.34,121973.25,121973.26,0.35757
1759579200000,121973.26,122053.43,121973.25,122053.42,0.37189
1759579500000,122025.07,122025.07,122004.98,122016.41,0.57768
1759579800000,122016.4,122229.74,122016.4,122099.99,0.33618
1759580100000,122100.0,122102.35,122079.19,122079.3,0.32367
1759580400000,122079.3,122079.65,122067.18,122079.65,0.31349
1759580700000,122079.64,122079.65,122030.26,122077.34,0.28985
1759581000000,122077.33,122079.65,122006.68,122031.0,1.07343
1759581300000,122030.99,122055.57,122016.01,122039.53,0.4426
1759581600000,122039.52,122055.57,122039.52,122041.71,1.75887
1759581900000,122041.71,122041.71,121964.73,121964.73,1.62214
1759582200000,121964.74,121993.0,121960.24,121969.96,0.45393
1759582500000,121969.95,122015.86,121969.95,122005.62,0.37157
1759582800000,122005.63,122254.99,122005.62,122254.99,1.92113
1759583100000,122255.0,122466.01,122254.99,122436.61,3.86215
1759583400000,122436.6,122483.41,122382.91,122397.64,0.54418
1759583700000,122397.63,122450.0,122388.0,122407.1,1.41278
1759584000000,122407.09,122407.09,122292.43,122338.0,0.3213
1759584300000,122337.38,122350.99,122314.5,122314.5,0.23272
1759584600000,122314.51,122370.0,122314.5,122370.0,1.45343
1759584900000,122369.99,122450.0,122369.99,122449.99,0.2905
1759585200000,122450.0,122450.0,122413.15,122417.55,0.10832
1759585500000,122417.54,122447.49,122405.18,122428.73,1.44886
1759585800000,122428.74,122428.74,122379.4,122379.4,3.41924
1759586100000,122379.41,122392.24,122365.76,122385.41,1.18394
1759586400000,122385.42,122399.4,122332.84,122338.04,0.368
1759586700000,122338.04,122348.18,122300.0,122341.96,0.36187
1759587000000,122341.96,122566.93,122327.01,122425.18,0.38301
